Date,Open,High,Low,Close,Volume,Market Cap
"Jun 29, 2017",2567.56,2588.83,2510.48,2539.32,949979e3,421503e5
"Jun 28, 2017",2553.03,2603.98,2484.42,2574.79,118387e4,419067e5
"Jun 27, 2017",2478.45,2552.45,2332.99,2552.45,148979e4,406779e5
"Jun 26, 2017",2590.57,2615.25,2376.29,2478.45,166328e4,42514e6
"Jun 25, 2017",2607.25,2682.26,2552.12,2589.41,11611e5,427838e5
"Jun 24, 2017",2738.52,2757.94,2583.19,2608.72,98275e4,449329e5
"Jun 23, 2017",2707.34,2765.17,2706.37,2744.91,961319e3,444159e5
"Jun 22, 2017",2691.03,2723.74,2642.36,2705.41,109794e4,441437e5
"Jun 21, 2017",2709.43,2772.01,2660.4,2689.1,162658e4,444408e5
"Jun 20, 2017",2591.26,2763.45,2589.82,2721.79,185419e4,42498e6
"Jun 19, 2017",2549.03,2662.85,2549.03,2589.6,144684e4,418006e5
"Jun 18, 2017",2655.35,2662.1,2516.33,2548.29,117866e4,435393e5
"Jun 17, 2017",2514.01,2685.19,2484.96,2655.88,153451e4,412172e5
"Jun 16, 2017",2469.57,2539.92,2385.15,2518.56,119519e4,404841e5
"Jun 15, 2017",2499.58,2534.71,2212.96,2464.58,202626e4,409713e5
"Jun 14, 2017",2716.88,2786.83,2412.94,2506.37,169656e4,445283e5
"Jun 13, 2017",2680.91,2789.04,2650.38,2717.02,17812e5,439341e5
"Jun 12, 2017",2953.22,2997.26,2518.56,2659.63,256953e4,483912e5
"Jun 11, 2017",2942.41,2996.6,2840.53,2958.11,17524e5,482087e5
"Jun 10, 2017",2828.14,2950.99,2746.55,2947.71,201889e4,463314e5
"Jun 09, 2017",2807.44,2901.71,2795.62,2823.81,134895e4,459871e5
"Jun 08, 2017",2720.49,2815.3,2670.95,2805.62,128117e4,445571e5
"Jun 07, 2017",2869.38,2869.38,2700.56,2732.16,151771e4,469898e5
"Jun 06, 2017",2690.84,2999.91,2690.84,2863.2,208961e4,44061e6
"Jun 05, 2017",2512.4,2686.81,2510.22,2686.81,136931e4,411339e5
"Jun 04, 2017",2547.79,2585.89,2452.54,2511.81,135512e4,417082e5
"Jun 03, 2017",2493.72,2581.91,2423.57,2515.35,151495e4,408171e5
"Jun 02, 2017",2404.03,2488.55,2373.32,2488.55,131703e4,393446e5
"Jun 01, 2017",2288.33,2448.39,2288.33,2407.88,165318e4,374462e5
"May 31, 2017",2187.19,2311.08,2145.57,2286.41,154483e4,357867e5
"May 30, 2017",2255.36,2301.96,2124.57,2175.47,144397e4,36897e6
"May 29, 2017",2159.43,2307.05,2107.17,2255.61,994625e3,353235e5
"May 28, 2017",2054.08,2267.34,2054.08,2155.8,114714e4,335959e5
"May 27, 2017",2196.27,2260.2,1855.83,2038.87,170048e4,359171e5
"May 26, 2017",2320.89,2573.79,2071.99,2202.42,176348e4,379506e5
"May 25, 2017",2446.24,2763.71,2285.3,2304.98,24067e5,399954e5
"May 24, 2017",2321.37,2523.72,2321.37,2443.64,172538e4,379492e5
"May 23, 2017",2191.56,2320.82,2178.5,2320.42,137875e4,358226e5
"May 22, 2017",2043.19,2303.9,2017.87,2173.4,194222e4,333936e5
"May 21, 2017",2067.03,2119.08,2037.5,2041.2,114786e4,337794e5
"May 20, 2017",1984.24,2084.73,1974.92,2084.73,961336e3,324224e5
"May 19, 2017",1897.37,2004.52,1890.25,1987.71,115729e4,30999e6
"May 18, 2017",1818.7,1904.48,1807.12,1888.65,894321e3,297105e5
"May 17, 2017",1726.73,1864.05,1661.91,1839.09,106473e4,282048e5
"May 16, 2017",1741.7,1785.94,1686.54,1734.45,959045e3,284463e5
"May 15, 2017",1808.44,1812.8,1708.54,1738.43,731529e3,295326e5
"May 14, 2017",1800.86,1831.42,1776.62,1808.91,437196e3,294051e5
"May 13, 2017",1723.12,1812.99,1651.08,1804.91,579635e3,281323e5
"May 12, 2017",1845.76,1856.15,1694.01,1724.24,740984e3,301311e5
"May 11, 2017",1780.37,1873.93,1755.35,1848.57,79949e4,290606e5
"May 10, 2017",1756.52,1788.44,1719.1,1787.13,915723e3,286681e5
"May 09, 2017",1723.89,1833.49,1716.3,1755.36,116792e4,281322e5
"May 08, 2017",1596.92,1723.35,1596.92,1723.35,134032e4,260565e5
"May 07, 2017",1579.47,1596.72,1559.76,1596.71,108003e4,257685e5
"May 06, 2017",1556.81,1578.8,1542.5,1578.8,58253e4,253956e5
"May 05, 2017",1540.87,1618.03,1530.31,1555.45,946036e3,251331e5
"May 04, 2017",1490.72,1608.91,1490.72,1537.67,933549e3,243119e5
"May 03, 2017",1453.78,1492.77,1447.49,1490.09,583796e3,237071e5
"May 02, 2017",1421.03,1473.9,1415.69,1452.82,477338e3,231702e5
"May 01, 2017",1348.3,1434.32,1348.3,1421.6,713624e3,219818e5
"Apr 30, 2017",1321.87,1347.91,1314.92,1347.89,413115e3,215484e5
"Apr 29, 2017",1317.84,1327.2,1315.21,1321.79,422706e3,214798e5
"Apr 28, 2017",1317.74,1331.28,1292.37,1316.48,527489e3,21476e6
"Apr 27, 2017",1281.88,1319.7,1281.3,1317.73,449197e3,208892e5
"Apr 26, 2017",1265.99,1294.83,1265.93,1281.08,329631e3,206279e5
"Apr 25, 2017",1250.45,1267.58,1249.97,1265.49,242556e3,203723e5
"Apr 24, 2017",1209.63,1250.94,1209.63,1250.15,235806e3,197054e5
"Apr 23, 2017",1231.92,1232.2,1203.94,1207.21,258951e3,200662e5
"Apr 22, 2017",1222.71,1235.56,1208.47,1231.71,24932e4,199139e5
"Apr 21, 2017",1229.42,1235.94,1215.56,1222.05,272167e3,200207e5
"Apr 20, 2017",1211.08,1240.79,1208.41,1229.08,315108e3,197199e5
"Apr 19, 2017",1212.13,1215.51,1205.08,1210.29,288061e3,197348e5
"Apr 18, 2017",1193.77,1217.57,1193.77,1211.67,270524e3,194338e5
"Apr 17, 2017",1183.25,1194.9,1172.65,1193.91,253206e3,192605e5
"Apr 16, 2017",1172.61,1187.22,1172.61,1182.94,183231e3,190851e5
"Apr 15, 2017",1167.3,1188,1164.96,1172.52,203559e3,189965e5
"Apr 14, 2017",1170.33,1190.8,1159.79,1167.54,254827e3,190438e5
"Apr 13, 2017",1201.02,1205.89,1156.44,1169.28,351969e3,195413e5
"Apr 12, 2017",1204.81,1207.14,1196.76,1200.37,288702e3,196008e5
"Apr 11, 2017",1187.46,1208.07,1187.46,1205.01,216182e3,19316e6
"Apr 10, 2017",1187.3,1190.34,1179.04,1187.13,215883e3,193112e5
"Apr 09, 2017",1176.57,1197.21,1171.86,1187.87,242343e3,191344e5
"Apr 08, 2017",1172.65,1184.98,1162.58,1175.95,209312e3,190686e5
"Apr 07, 2017",1178.94,1186.58,1163.39,1176.9,317022e3,191685e5
"Apr 06, 2017",1125.81,1188.37,1125.81,1182.68,511222e3,183026e5
"Apr 05, 2017",1134.14,1135.09,1113.63,1124.78,414784e3,184357e5
"Apr 04, 2017",1145.52,1156.44,1120.52,1133.25,43631e4,18619e6
"Apr 03, 2017",1102.95,1151.74,1102.95,1143.81,580444e3,179246e5
"Apr 02, 2017",1080.61,1107.59,1075.45,1102.17,514187e3,175594e5
"Apr 01, 2017",1071.71,1091.72,1061.09,1080.5,289634e3,17413e6
"Mar 31, 2017",1026.64,1074.92,1026.64,1071.79,447287e3,16679e6
"Mar 30, 2017",1042.21,1049.29,1020.04,1026.43,352969e3,169298e5
"Mar 29, 2017",1046.08,1055.13,1015.88,1039.97,298458e3,169909e5
"Mar 28, 2017",1044.58,1064.65,1027.73,1047.15,326332e3,169645e5
"Mar 27, 2017",972.05,1046.4,971.98,1045.77,372535e3,15785e6
"Mar 26, 2017",974.01,1007.96,954.19,966.73,303668e3,158148e5
"Mar 25, 2017",936.54,975.76,903.71,972.78,435803e3,152048e5
"Mar 24, 2017",1038.45,1040.47,934.36,937.52,491038e3,16857e6
"Mar 23, 2017",1050.05,1058.01,1028.93,1038.59,24854e4,170434e5
"Mar 22, 2017",1120.65,1120.65,1014.21,1049.14,380841e3,181871e5
"Mar 21, 2017",1055.36,1122.43,1055.36,1120.54,337391e3,171256e5
"Mar 20, 2017",1037.24,1063.03,1036.68,1054.23,28653e4,168298e5
"Mar 19, 2017",976.73,1069.91,976.73,1036.74,406648e3,15846e6
"Mar 18, 2017",1099.69,1114.07,957.65,973.82,621302e3,178387e5
"Mar 17, 2017",1180.16,1180.16,1099.57,1100.23,706599e3,191418e5
"Mar 16, 2017",1251.33,1257.98,1152.44,1187.81,638568e3,202937e5
"Mar 15, 2017",1240.16,1251.61,1239.75,1249.61,297805e3,201104e5
"Mar 14, 2017",1232.16,1244.81,1220.72,1240,245306e3,199782e5
"Mar 13, 2017",1221.78,1237.37,1217.03,1231.92,380277e3,198077e5
"Mar 12, 2017",1176.62,1226.98,1175.36,1221.38,227176e3,190733e5
"Mar 11, 2017",1116.32,1193.83,1116.32,1175.83,28332e4,180937e5
"Mar 10, 2017",1189.36,1270.47,1077.25,1116.72,563796e3,192753e5
"Mar 09, 2017",1150.35,1197.46,1141.23,1188.49,212283e3,186409e5
"Mar 08, 2017",1223.23,1232.16,1148.08,1150,332603e3,198198e5
"Mar 07, 2017",1273.21,1275.55,1204.8,1223.54,291256e3,206271e5
"Mar 06, 2017",1267.47,1276,1264.6,1272.83,153657e3,205319e5
"Mar 05, 2017",1254.29,1267.29,1238.06,1267.12,134127e3,20316e6
"Mar 04, 2017",1277.43,1279.4,1230.51,1255.15,18327e4,206888e5
"Mar 03, 2017",1250.71,1280.31,1250.71,1274.99,315739e3,202537e5
"Mar 02, 2017",1224.68,1262.13,1215.62,1251.01,368275e3,198298e5
"Mar 01, 2017",1180.04,1222.5,1179.69,1222.5,229057e3,191048e5
"Feb 28, 2017",1180.72,1193.25,1171.82,1179.97,184956e3,191136e5
"Feb 27, 2017",1163.78,1181.98,1163.38,1179.97,13157e4,188373e5
"Feb 26, 2017",1144.27,1167.47,1130.2,1165.2,116486e3,185189e5
"Feb 25, 2017",1170.41,1174.85,1124.59,1143.84,139961e3,189395e5
"Feb 24, 2017",1172.71,1200.39,1131.96,1173.68,330759e3,189744e5
"Feb 23, 2017",1117.27,1176.62,1116.96,1166.72,189454e3,180752e5
"Feb 22, 2017",1114.8,1125.39,1100.55,1117.44,1361e5,180334e5
"Feb 21, 2017",1079.28,1117.25,1076.93,1115.3,186869e3,174569e5
"Feb 20, 2017",1048.69,1080.49,1041.69,1079.98,109478e3,169602e5
"Feb 19, 2017",1054.76,1056.81,1043.46,1047.87,77423300,170566e5
"Feb 18, 2017",1049.21,1061.1,1046.96,1054.42,99073500,169648e5
"Feb 17, 2017",1026.12,1053.17,1025.64,1046.21,136474e3,165896e5
"Feb 16, 2017",1007.65,1033.37,1007.65,1027.44,122277e3,162891e5
"Feb 15, 2017",1006.21,1008.84,1001.58,1007.48,89759400,162641e5
"Feb 14, 2017",991.74,1011.51,986.47,1004.55,137946e3,16028e6
"Feb 13, 2017",998.88,1002.1,976,990.64,100607e3,161415e5
"Feb 12, 2017",1003.52,1004.76,996.92,999.18,6753e4,162147e5
"Feb 11, 2017",988.9,1009.29,982.83,1004.45,102261e3,159767e5
"Feb 10, 2017",995.63,998.9,946.69,988.67,190452e3,160836e5
"Feb 09, 2017",1064.7,1088.99,953.34,994.38,40722e4,171971e5
"Feb 08, 2017",1062.32,1078.97,1037.49,1063.07,201855e3,171567e5
"Feb 07, 2017",1040.14,1061.93,1040.14,1061.35,146007e3,167966e5
"Feb 06, 2017",1028.4,1044.64,1028.16,1038.15,111762e3,166054e5
"Feb 05, 2017",1043.52,1043.63,1022.37,1027.34,114208e3,168474e5
"Feb 04, 2017",1031.33,1045.9,1015.16,1042.9,155064e3,166488e5
"Feb 03, 2017",1011.46,1033.87,1008.79,1029.91,201278e3,163261e5
"Feb 02, 2017",990,1013.52,983.22,1011.8,145821e3,159778e5
"Feb 01, 2017",970.94,989.11,970.74,989.02,15011e4,156679e5
"Jan 31, 2017",920.96,972.02,920.96,970.4,164582e3,148597e5
"Jan 30, 2017",920.15,923.05,919.47,920.38,78227300,148449e5
"Jan 29, 2017",922.07,923.42,919.15,919.5,60851700,14874e6
"Jan 28, 2017",919.81,923.91,919.81,921.59,68979600,148358e5
"Jan 27, 2017",918.36,923.22,915.85,919.75,125594e3,148104e5
"Jan 26, 2017",902.39,919.33,902.22,917.59,131958e3,145512e5
"Jan 25, 2017",891.92,903.25,891.69,901.54,120831e3,143807e5
"Jan 24, 2017",910.68,924.14,892.29,892.69,111349e3,146814e5
"Jan 23, 2017",925.5,928.27,916.74,921.01,73588600,149188e5
"Jan 22, 2017",922.21,937.52,897.56,924.67,116573e3,148636e5
"Jan 21, 2017",895.55,927.37,895.53,921.79,111158e3,14432e6
"Jan 20, 2017",898.17,899.4,887.01,895.03,86728400,144721e5
"Jan 19, 2017",888.34,904.61,884.34,899.07,105625e3,143117e5
"Jan 18, 2017",909.37,917.5,858.3,886.62,225677e3,146489e5
"Jan 17, 2017",830.95,910.56,830.8,907.94,155095e3,133839e5
"Jan 16, 2017",821.78,834.53,820.27,831.53,82755200,132346e5
"Jan 15, 2017",818.14,823.31,812.87,821.8,71013600,131743e5
"Jan 14, 2017",825.14,835.09,812.46,818.41,93063300,132852e5
"Jan 13, 2017",803.74,829,780,823.98,168968e3,129391e5
"Jan 12, 2017",775.18,826.25,755.76,804.83,222326e3,124776e5
"Jan 11, 2017",908.12,919.45,762.76,777.76,310929e3,146157e5
"Jan 10, 2017",902.44,914.87,901.06,907.68,115808e3,145226e5
"Jan 09, 2017",913.24,913.69,879.81,902.83,141877e3,146949e5
"Jan 08, 2017",908.17,942.72,887.25,911.2,158715e3,146114e5
"Jan 07, 2017",903.49,908.59,823.56,908.59,27955e4,145344e5
"Jan 06, 2017",1014.24,1046.81,883.94,902.2,351876e3,163141e5
"Jan 05, 2017",1156.73,1191.1,910.42,1013.38,510199e3,18604e6
"Jan 04, 2017",1044.4,1159.42,1044.4,1154.73,344946e3,167954e5
"Jan 03, 2017",1021.6,1044.08,1021.6,1043.84,185168e3,164266e5
"Jan 02, 2017",998.62,1031.39,996.7,1021.75,222185e3,160551e5
"Jan 01, 2017",963.66,1003.08,958.7,998.33,147775e3,154912e5
"Dec 31, 2016",960.63,963.74,947.24,963.74,99135100,154407e5
"Dec 30, 2016",972.53,972.53,934.83,961.24,187474e3,156302e5
"Dec 29, 2016",975.13,979.4,954.5,973.5,19932e4,1567e7
"Dec 28, 2016",934.83,975.92,934.83,975.92,23663e4,150205e5
"Dec 27, 2016",908.35,940.05,904.25,933.2,167308e3,145933e5
"Dec 26, 2016",896.9,913.18,896.9,907.61,123771e3,144078e5
"Dec 25, 2016",899.65,899.65,862.42,896.18,143665e3,144501e5
"Dec 24, 2016",922.18,923.48,886.34,898.82,137727e3,148103e5
"Dec 23, 2016",864.89,925.12,864.68,921.98,275564e3,138886e5
"Dec 22, 2016",834.18,875.78,834.15,864.54,200027e3,133938e5
"Dec 21, 2016",800.64,834.28,799.4,834.28,155576e3,128537e5
"Dec 20, 2016",792.25,801.34,791.5,800.88,99629300,127176e5
"Dec 19, 2016",790.69,793.61,790.32,792.71,74886400,126911e5
"Dec 18, 2016",791.01,794.74,788.03,790.53,60524400,126948e5
"Dec 17, 2016",785.17,792.51,784.86,790.83,78989800,125996e5
"Dec 16, 2016",778.96,785.03,778.96,784.91,83608200,124988e5
"Dec 15, 2016",780.07,781.43,777.8,778.09,81580100,125117e5
"Dec 14, 2016",780,782.03,776.84,781.48,75979e3,125129e5
"Dec 13, 2016",780.65,788.46,777.96,780.56,81645600,125215e5
"Dec 12, 2016",770.04,781.92,770.04,780.09,76571e3,123498e5
"Dec 11, 2016",774.75,774.8,765.41,769.73,57313400,124236e5
"Dec 10, 2016",773.02,777.09,772.91,774.65,53843100,123945e5
"Dec 09, 2016",769.94,774.53,769.65,772.79,68705300,12344e6
"Dec 08, 2016",768.08,774.7,765.95,770.81,80111900,123125e5
"Dec 07, 2016",764.21,771.54,759.75,768.13,96426100,122489e5
"Dec 06, 2016",758.72,765.62,758.72,764.22,116218e3,121594e5
"Dec 05, 2016",773.39,773.47,751.71,758.7,106363e3,123931e5
"Dec 04, 2016",771.64,773.87,768.16,773.87,60557900,123636e5
"Dec 03, 2016",778.25,778.25,764.86,771.15,69547300,124678e5
"Dec 02, 2016",757.54,781.3,757.54,777.94,127605e3,121348e5
"Dec 01, 2016",746.05,758.27,746.05,756.77,80461900,119492e5
"Nov 30, 2016",736.28,747.93,736.26,745.69,84070800,117916e5
"Nov 29, 2016",736.33,737.47,734.56,735.6,68511100,117909e5
"Nov 28, 2016",732.48,738.01,732.48,735.81,61888600,117278e5
"Nov 27, 2016",735.44,739.02,731.09,732.03,52601800,117738e5
"Nov 26, 2016",741.51,742.21,729.63,735.38,54962700,118696e5
"Nov 25, 2016",740.44,741.65,734.59,741.65,67807600,118511e5
"Nov 24, 2016",744.62,746.83,733.49,740.29,85919300,119165e5
"Nov 23, 2016",751.74,752.25,738.92,744.59,76543800,12029e6
"Nov 22, 2016",739.64,753.87,736.53,751.35,129906e3,118342e5
"Nov 21, 2016",731.26,741.72,730.51,739.25,60802400,116989e5
"Nov 20, 2016",751.88,755.48,717.94,731.03,154116e3,120275e5
"Nov 19, 2016",751.83,756.24,744.47,751.62,110608e3,120254e5
"Nov 18, 2016",740.71,752.88,736.89,751.59,87363100,11846e6
"Nov 17, 2016",744.88,755.64,739.51,740.98,108579e3,119113e5
"Nov 16, 2016",711.17,747.62,709.04,744.2,141294e3,113707e5
"Nov 15, 2016",705.79,715.72,705.26,711.62,72038500,112834e5
"Nov 14, 2016",702,706.28,699.81,705.02,62993e3,112146e5
"Nov 13, 2016",705.2,705.26,687.32,702.03,80318100,112645e5
"Nov 12, 2016",716.75,717.15,704.03,705.05,64622500,114477e5
"Nov 11, 2016",715.55,718.32,714.41,716.41,63119700,114272e5
"Nov 10, 2016",722.84,723.02,711.21,715.53,68807800,115421e5
"Nov 09, 2016",709.83,740.05,708.61,723.27,132429e3,11333e6
"Nov 08, 2016",703.09,712.99,702.39,709.85,79660800,11224e6
"Nov 07, 2016",710.74,710.74,699.9,703.13,65047100,113448e5
"Nov 06, 2016",703.81,714.26,699.56,711.52,59902200,11233e6
"Nov 05, 2016",703.52,707.51,697.74,703.42,53752300,112272e5
"Nov 04, 2016",689.12,706.93,685.56,703.24,99907700,109964e5
"Nov 03, 2016",742.35,745.77,678.16,688.7,172808e3,118443e5
"Nov 02, 2016",730.07,740.83,722.35,740.83,84865200,116472e5
"Nov 01, 2016",701.34,736.45,701.34,729.79,130527e3,111877e5
"Oct 31, 2016",702.64,709.29,691.68,700.97,97064400,112072e5
"Oct 30, 2016",714.12,714.12,696.48,701.86,100665e3,113888e5
"Oct 29, 2016",690.29,720.4,690.05,714.48,134761e3,110076e5
"Oct 28, 2016",688,690.44,684.16,689.65,81145500,109698e5
"Oct 27, 2016",678.21,688.59,678.04,688.31,96105300,108125e5
"Oct 26, 2016",657.68,679.73,657.68,678.3,88877100,10484e6
"Oct 25, 2016",654,664.42,653.7,657.59,90378800,104243e5
"Oct 24, 2016",657.16,657.25,652.6,653.76,62218200,104735e5
"Oct 23, 2016",657.62,661.13,653.89,657.07,54474600,104797e5
"Oct 22, 2016",633.14,658.2,632.85,657.29,78556500,100884e5
"Oct 21, 2016",630.83,634.09,630.69,632.83,55951e3,100503e5
"Oct 20, 2016",630.66,631.92,628.26,630.86,56957300,100467e5
"Oct 19, 2016",638.13,638.87,628.01,630.52,69381700,101648e5
"Oct 18, 2016",639.41,640.74,636,637.96,65546700,10184e6
"Oct 17, 2016",641.82,642.33,638.66,639.19,58063600,102213e5
"Oct 16, 2016",639.08,642.9,638.9,641.63,40298100,101768e5
"Oct 15, 2016",640.31,642.1,637.39,638.65,39035400,101952e5
"Oct 14, 2016",637.01,641.28,637.01,640.38,58144600,101416e5
"Oct 13, 2016",636.03,638.83,635.03,636.79,61620700,101251e5
"Oct 12, 2016",640.87,641.34,635.97,636.19,92370200,10201e6
"Oct 11, 2016",619.24,642.08,618.5,641.07,10359e4,985565e4
"Oct 10, 2016",616.82,621.32,616.2,618.99,67481100,981627e4
"Oct 09, 2016",619.17,619.2,616.61,616.75,39243400,985248e4
"Oct 08, 2016",617.34,619.85,617.34,619.11,42345900,98221e5
"Oct 07, 2016",612.61,617.91,611.82,617.12,64071400,974574e4
"Oct 06, 2016",612.47,613.82,611.47,613.02,56812100,974237e4
"Oct 05, 2016",610.22,613.81,609.62,612.51,68077500,970532e4
"Oct 04, 2016",612.05,612.05,609.48,610.2,49801600,973333e4
"Oct 03, 2016",610.97,612.57,610.46,612.13,46798300,971498e4
"Oct 02, 2016",613.95,614,609.68,610.89,39249800,976133e4
"Oct 01, 2016",609.93,615.24,609.93,613.98,56357e3,969628e4
"Sep 30, 2016",605.72,609.74,604.14,609.74,56122400,962825e4
"Sep 29, 2016",605.02,606.82,604.85,605.69,55658600,961616e4
"Sep 28, 2016",606.24,606.59,604.61,604.73,48722600,963453e4
"Sep 27, 2016",608.02,608.25,604.11,606.17,49422400,966159e4
"Sep 26, 2016",600.81,608.14,600.35,608.04,59153800,954583e4
"Sep 25, 2016",602.75,603.38,599.71,600.83,33977800,957536e4
"Sep 24, 2016",602.96,604.58,602.04,602.63,35359500,957752e4
"Sep 23, 2016",596.2,603.21,595.79,602.84,51067e3,946913e4
"Sep 22, 2016",597.28,598.49,596.21,596.3,67085300,948528e4
"Sep 21, 2016",603.59,603.59,595.88,597.15,82776200,958426e4
"Sep 20, 2016",609.25,609.52,607.94,608.31,72710900,967314e4
"Sep 19, 2016",609.87,610.93,608.27,609.23,54796400,968196e4
"Sep 18, 2016",606.28,610.16,605.86,609.87,48679400,962395e4
"Sep 17, 2016",607.22,607.86,605.19,605.98,37140300,96376e5
"Sep 16, 2016",607.25,609.26,606.74,606.97,64963400,963702e4
"Sep 15, 2016",610.59,611.09,607.15,607.15,59464600,968894e4
"Sep 14, 2016",608.84,611.95,608.41,610.68,47877700,966008e4
"Sep 13, 2016",608.02,611.19,606.92,609.24,86920600,964593e4
"Sep 12, 2016",607,608.46,605.41,608.24,72812300,962856e4
"Sep 11, 2016",623.42,628.82,600.51,606.72,73610800,988778e4
"Sep 10, 2016",622.93,625.1,622.39,623.51,45016800,987873e4
"Sep 09, 2016",626.35,626.83,620.26,622.86,64550200,993198e4
"Sep 08, 2016",614.63,628.77,613.84,626.32,86713e3,974512e4
"Sep 07, 2016",610.57,614.54,608.51,614.54,75032400,967961e4
"Sep 06, 2016",606.51,610.83,605.09,610.44,78529100,961414e4
"Sep 05, 2016",608.99,609.05,602.24,606.59,82446800,965249e4
"Sep 04, 2016",598.59,611.84,596.85,608.63,97942900,948637e4
"Sep 03, 2016",575.55,599.5,574.06,598.21,159014e3,912044e4
"Sep 02, 2016",572.41,575.64,570.81,575.54,79910800,906955e4
"Sep 01, 2016",575.55,576.31,571.81,572.3,76923400,911828e4
"Aug 31, 2016",577.59,577.86,573.64,575.47,75840900,914973e4
"Aug 30, 2016",574.11,578.36,574.11,577.5,70342400,909353e4
"Aug 29, 2016",574.07,576.28,573.47,574.11,110398e3,909183e4
"Aug 28, 2016",569.83,574.04,569.74,573.91,86301600,902361e4
"Aug 27, 2016",579.45,579.85,568.63,569.95,59698300,917499e4
"Aug 26, 2016",577.75,580.62,576.86,579.65,48856800,914717e4
"Aug 25, 2016",580.18,580.45,575.17,577.76,13613e4,91847e5
"Aug 24, 2016",583.41,583.59,579.86,580.18,56328200,92348e5
"Aug 23, 2016",586.77,589.47,581.63,583.41,85349200,928693e4
"Aug 22, 2016",581.31,588.45,580.59,586.75,72844e3,919941e4
"Aug 21, 2016",581.94,584.16,580.22,581.31,38299400,920821e4
"Aug 20, 2016",576.08,582.82,575.46,581.7,45301400,91145e5
"Aug 19, 2016",574.34,578.24,574.18,575.63,50631600,908582e4
"Aug 18, 2016",573.71,577.79,573.43,574.32,59896600,907476e4
"Aug 17, 2016",577.76,580.89,571.43,573.22,54443e3,913803e4
"Aug 16, 2016",567.24,581.74,566.72,577.44,58405200,897077e4
"Aug 15, 2016",570.49,573.58,563.24,567.24,57262300,902118e4
"Aug 14, 2016",585.59,585.67,564.78,570.47,60851100,925873e4
"Aug 13, 2016",587.36,589.77,584.98,585.59,43563e3,928553e4
"Aug 12, 2016",588.8,589.91,583.81,587.56,69218e3,930725e4
"Aug 11, 2016",592.12,597.54,589.12,589.12,74514400,935877e4
"Aug 10, 2016",587.65,599.98,586.37,592.1,102905e3,928696e4
"Aug 09, 2016",591.04,591.09,584.79,587.8,92228100,933966e4
"Aug 08, 2016",592.74,592.99,588.05,591.05,61194100,936544e4
"Aug 07, 2016",587.77,597.51,586.82,592.69,82398400,928594e4
"Aug 06, 2016",575.03,588.4,569.47,587.78,80797300,908351e4
"Aug 05, 2016",578.28,578.28,569.98,575.04,66127900,913369e4
"Aug 04, 2016",566.33,579.5,565.78,578.29,125292e3,894387e4
"Aug 03, 2016",548.66,573.36,541.55,566.36,207982e3,866367e4
"Aug 02, 2016",606.4,612.85,531.33,547.47,330933e3,957432e4
"Aug 01, 2016",624.6,626.12,605.88,606.27,121887e3,986062e4
"Jul 31, 2016",655.1,655.28,624.37,624.68,110818e3,103409e5
"Jul 30, 2016",657.01,658.22,654.21,655.05,38456100,103701e5
"Jul 29, 2016",655.11,657.8,654.79,656.99,60703500,103389e5
"Jul 28, 2016",654.49,657.6,654.49,655.03,86428400,103281e5
"Jul 27, 2016",651.63,657.46,648.45,654.35,147461e3,102819e5
"Jul 26, 2016",654.23,656.23,645.88,651.78,225135e3,103219e5
"Jul 25, 2016",661.26,661.83,653.39,654.1,78176500,104319e5
"Jul 24, 2016",655.41,663.11,652.79,661.28,118184e3,103386e5
"Jul 23, 2016",650.73,656.37,648.52,655.56,69532200,102637e5
"Jul 22, 2016",664.92,666.58,646.72,650.62,134169e3,104866e5
"Jul 21, 2016",665.23,666.22,660.41,665.01,60491800,104903e5
"Jul 20, 2016",672.81,672.93,663.36,665.68,94636400,106086e5
"Jul 19, 2016",672.74,673.28,667.63,672.86,61203300,106065e5
"Jul 18, 2016",679.81,681.55,668.63,673.11,69465e3,107168e5
"Jul 17, 2016",661.99,682.37,661.99,679.46,74407900,104347e5
"Jul 16, 2016",663.78,666.46,659.33,660.77,50330200,104617e5
"Jul 15, 2016",659.17,667.08,659.04,663.25,81673100,103879e5
"Jul 14, 2016",652.92,662.9,652.92,658.08,98511400,102884e5
"Jul 13, 2016",664.8,668.7,654.47,654.47,131449e3,104745e5
"Jul 12, 2016",648.28,675.26,646.78,664.55,138173e3,102131e5
"Jul 11, 2016",648.48,659.63,644.98,647.66,10791e4,102152e5
"Jul 10, 2016",650.6,652.29,641.26,649.36,102532e3,102473e5
"Jul 09, 2016",666.38,666.38,633.4,650.96,180536e3,104938e5
"Jul 08, 2016",640.69,666.71,636.47,666.52,14197e4,100869e5
"Jul 07, 2016",678.09,682.43,611.83,640.56,258091e3,106734e5
"Jul 06, 2016",670.42,681.9,670.42,677.33,134961e3,105503e5
"Jul 05, 2016",683.21,683.49,665.07,670.63,130476e3,107491e5
"Jul 04, 2016",658.8,683.66,650.51,683.66,92008400,103627e5
"Jul 03, 2016",704.97,704.97,649.01,658.66,129512e3,110861e5
"Jul 02, 2016",676.73,703.7,676.4,703.7,112354e3,106396e5
"Jul 01, 2016",672.51,686.15,669.59,676.3,134431e3,105706e5
"Jun 30, 2016",640.59,675.4,636.61,673.34,13898e4,100664e5
"Jun 29, 2016",644.12,644.68,628.28,639.89,142456e3,101196e5
"Jun 28, 2016",658.1,659.25,637.77,647,138385e3,103368e5
"Jun 27, 2016",629.35,655.27,620.52,655.27,122134e3,988284e4
