Date,btc_market_price,btc_total_bitcoins,btc_market_cap,btc_trade_volume,btc_blocks_size,btc_avg_block_size,btc_n_orphaned_blocks,btc_n_transactions_per_block,btc_median_confirmation_time,btc_hash_rate,btc_difficulty,btc_miners_revenue,btc_transaction_fees,btc_cost_per_transaction_percent,btc_cost_per_transaction,btc_n_unique_addresses,btc_n_transactions,btc_n_transactions_total,btc_n_transactions_excluding_popular,btc_n_transactions_excluding_chains_longer_than_100,btc_output_volume,btc_estimated_transaction_volume,btc_estimated_transaction_volume_usd
2009-11-10T00:00:00Z,0,1339450,0,0,0,2.15422535211e-4,0,1,0,3.5294291437e-6,1,0,0,0,0,71,71,26958,71,71,3550,0,0
2009-11-11T00:00:00Z,0,1342900,0,0,0,3.23072463768e-4,0,1,0,3.43000860444e-6,1,0,0,19.1666666667,0,71,78,27036,78,78,93450,18e3,0
2009-11-12T00:00:00Z,0,1346400,0,0,0,2.15357142857e-4,0,1,0,3.47971887407e-6,1,0,0,0,0,70,70,27106,70,70,3500,0,0
2009-11-13T00:00:00Z,0,1349900,0,0,0,2.41728571429e-4,0,1,0,3.47971887407e-6,1,0,0,673.076923077,0,73,73,27179,73,73,4100,520,0
2009-11-14T00:00:00Z,0,1354050,0,0,0,2.15638554217e-4,0,1,0,4.12595237926e-6,1,0,0,0,0,83,83,27262,83,83,4150,0,0
2009-11-15T00:00:00Z,0,1358850,0,0,0,2.15583333333e-4,0,1,0,4.77218588444e-6,1,0,0,0,0,96,96,27358,96,96,4800,0,0
2009-11-16T00:00:00Z,0,1363850,0,0,0,2.1569e-4,0,1,0,4.97102696296e-6,1,0,0,0,0,100,100,27458,100,100,5e3,0,0
2009-11-17T00:00:00Z,0,1368400,0,0,0,2.15681318681e-4,0,1,0,4.5236345363e-6,1,0,0,0,0,91,91,27549,91,91,4550,0,0
2009-11-18T00:00:00Z,0,1372350,0,0,0,2.15544303797e-4,0,1,0,3.92711130074e-6,1,0,0,0,0,79,79,27628,79,79,3950,0,0
2009-11-19T00:00:00Z,0,1376e3,0,0,0,2.15342465753e-4,0,1,0,3.62884968296e-6,1,0,0,0,0,73,73,27701,73,73,3650,0,0
2009-11-20T00:00:00Z,0,1380100,0,0,0,3.51951219512e-4,0,1,0,4.07624210963e-6,1,0,0,9.24464487035,0,84,84,27785,84,84,48450,44350,0
2009-11-21T00:00:00Z,0,1383950,0,0,0,2.15714285714e-4,0,1,0,3.82769076148e-6,1,0,0,0,0,77,77,27862,77,77,3850,0,0
2009-11-22T00:00:00Z,0,1388950,0,0,0,2.1569e-4,0,1,0,4.97102696296e-6,1,0,0,0,0,100,100,27962,100,100,5e3,0,0
2009-11-23T00:00:00Z,0,1393750,0,0,0,2.15875e-4,0,1,0,4.77218588444e-6,1,0,0,0,0,96,96,28058,96,96,4800,0,0
2009-11-24T00:00:00Z,0,1398850,0,0,0,2.15607843137e-4,0,1,0,5.07044750222e-6,1,0,0,0,0,102,102,28160,102,102,5100,0,0
2009-11-25T00:00:00Z,0,1403100,0,0,0,2.15647058824e-4,0,1,0,4.22537291852e-6,1,0,0,0,0,85,85,28245,85,85,4250,0,0
2009-11-26T00:00:00Z,0,1407e3,0,0,0,2.15525641026e-4,0,1,0,3.87740103111e-6,1,0,0,0,0,78,78,28323,78,78,3900,0,0
2009-11-27T00:00:00Z,0,1410750,0,0,0,2.15506666667e-4,0,1,0,3.72827022222e-6,1,0,0,0,0,75,75,28398,75,75,3750,0,0
2009-11-28T00:00:00Z,0,1414650,0,0,0,2.15512820513e-4,0,1,0,3.87740103111e-6,1,0,0,0,0,78,78,28476,78,78,3900,0,0
2009-11-29T00:00:00Z,0,1417550,0,0,0,2.15637931034e-4,0,1,0,2.88319563852e-6,1,0,0,0,0,58,58,28534,58,58,2900,0,0
2009-11-30T00:00:00Z,0,1421250,0,0,0,2.15743243243e-4,0,1,0,3.67855995259e-6,1,0,0,0,0,74,74,28608,74,74,3700,0,0
2009-12-01T00:00:00Z,0,1424550,0,0,0,2.15818181818e-4,0,1,0,3.28087779556e-6,1,0,0,0,0,66,66,28674,66,66,3300,0,0
2009-12-02T00:00:00Z,0,1429450,0,0,0,4.15265306122e-4,0,1,0,4.8716064237e-6,1,0,0.22,48.9990200196,0,100,99,28773,99,99,14950,1e4,0
2009-12-03T00:00:00Z,0,1433700,0,0,0,2.15776470588e-4,0,1,0,4.22537291852e-6,1,0,0,0,0,85,85,28858,85,85,4250,0,0
2009-12-04T00:00:00Z,0,1436150,0,0,0,2.15591836735e-4,0,1,0,2.43580321185e-6,1,0,0,0,0,49,49,28907,49,49,2450,0,0
2009-12-05T00:00:00Z,0,1438750,0,0,0,2.15211538462e-4,0,1,0,2.58493402074e-6,1,0,0,0,0,52,52,28959,52,52,2600,0,0
2009-12-06T00:00:00Z,0,1444e3,0,0,0,2.40819047619e-4,0,1,0,5.21957831111e-6,1,0,0,527.293727716,0,109,108,29067,108,108,6290,996,0
2009-12-07T00:00:00Z,0,1448700,0,0,0,2.15606382979e-4,0,1,0,4.67276534519e-6,1,0,0,0,0,94,94,29161,94,94,4700,0,0
2009-12-08T00:00:00Z,0,1454650,0,0,0,2.45243697479e-4,0,1,0,5.91552208593e-6,1,0,0,396.666666667,0,120,121,29282,121,121,7450,1500,0
2009-12-09T00:00:00Z,0,1459350,0,0,0,2.56180851064e-4,0,1,0,4.67276534519e-6,1,0,0,223.384030418,0,104,104,29386,104,104,6985,2104,0
2009-12-10T00:00:00Z,0,1464500,0,0,0,2.23019417476e-4,0,1,0,5.12015777185e-6,1,0,0,24523.8095238,0,108,106,29492,106,106,5220,21,0
2009-12-11T00:00:00Z,0,1470750,0,0,0,2.15384e-4,0,1,0,6.2137837037e-6,1,0,0,0,0,125,125,29617,125,125,6250,0,0
2009-12-12T00:00:00Z,0,1475800,0,0,0,2.92801980198e-4,0,1,0,5.02073723259e-6,1,0,0,97.1153846154,0,102,103,29720,103,103,10250,5200,0
2009-12-13T00:00:00Z,0,1481e3,0,0,0,2.15653846154e-4,0,1,0,5.16986804148e-6,1,0,0,0,0,104,104,29824,104,104,5200,0,0
2009-12-14T00:00:00Z,0,1486400,0,0,0,5.70648148148e-4,0,1,0,5.36870912e-6,1,0,0,16.6170718873,0,114,113,29937,113,113,37945.7,32497,0
2009-12-15T00:00:00Z,0,1492200,0,0,0,2.24017241379e-4,0,1,0,5.76639127704e-6,1,0,0,106.422018349,0,117,117,30054,117,117,11250,5450,0
2009-12-16T00:00:00Z,0,1498150,0,0,0,2.34630252101e-4,0,1,0,5.91552208593e-6,1,0,0,699.177438308,0,122,121,30175,121,121,6809,851,0
2009-12-17T00:00:00Z,0,1506200,0,0,0,2.24105590062e-4,0,1,0,8.00335341037e-6,1,0,0,4014.96259352,0,164,163,30338,163,163,8300,201,0
2009-12-18T00:00:00Z,0,1516200,0,0,0,2.16565e-4,0,1,0,9.94205392593e-6,1,0,0,2e6,0,202,201,30539,201,201,10049.5,1,0
2009-12-19T00:00:00Z,0,1527400,0,0,0,2.1653125e-4,0,1,0,1.1135100397e-5,1,0,0,22400,0,225,225,30764,225,225,11250,50,0
2009-12-20T00:00:00Z,0,1536150,0,0,0,2.15948571429e-4,0,1,0,8.69929718519e-6,1,0,0,0,0,175,175,30939,175,175,8750,0,0
2009-12-21T00:00:00Z,0,1545500,0,0,0,2.16524064171e-4,0,1,0,9.29582042074e-6,1,0,0,18700,0,188,188,31127,188,188,9400,50,0
2009-12-22T00:00:00Z,0,1553100,0,0,0,2.15802631579e-4,0,1,0,7.5559609837e-6,1,0,0,0,0,152,152,31279,152,152,7600,0,0
2009-12-23T00:00:00Z,0,1561550,0,0,0,2.15639053254e-4,0,1,0,8.40103556741e-6,1,0,0,0,0,169,169,31448,169,169,8450,0,0
2009-12-24T00:00:00Z,0,1568750,0,0,0,2.15680555556e-4,0,1,0,7.15827882667e-6,1,0,0,0,0,144,144,31592,144,144,7200,0,0
2009-12-25T00:00:00Z,0,1576600,0,0,0,2.17222929936e-4,0,1,0,7.80451233185e-6,1,0,0,157e4,0,159,158,31750,158,158,7900,1,0
2009-12-26T00:00:00Z,0,1584550,0,0,0,2.15710691824e-4,0,1,0,7.90393287111e-6,1,0,0,0,0,159,159,31909,159,159,7950,0,0
2009-12-27T00:00:00Z,0,1593e3,0,0,0,2.19715976331e-4,0,1,0,8.40103556741e-6,1,0,0,3380,0,170,170,32079,170,170,8700,250,0
2009-12-28T00:00:00Z,0,1599900,0,0,0,2.15811594203e-4,0,1,0,6.86001720889e-6,1,0,0,0,0,138,138,32217,138,138,6900,0,0
2009-12-29T00:00:00Z,0,1608100,0,0,0,2.15658536585e-4,0,1,0,8.15248421926e-6,1,0,0,0,0,164,164,32381,164,164,8200,0,0
2009-12-30T00:00:00Z,0,1615900,0,0,0,2.15711538462e-4,0,1,0,9.17315174809e-6,1.18289953431,0,0,0,0,156,156,32537,156,156,7800,0,0
2009-12-31T00:00:00Z,0,1623400,0,0,0,2.15633333333e-4,0,1,0,8.82033821932e-6,1.18289953431,0,0,0,0,150,150,32687,150,150,7500,0,0
2010-01-01T00:00:00Z,0,1629350,0,0,0,2.15579831933e-4,0,1,0,6.99746832066e-6,1.18289953431,0,0,0,0,119,119,32806,119,119,5950,0,0
2010-01-02T00:00:00Z,0,1635850,0,0,0,2.18084615385e-4,0,1,0,7.64429312341e-6,1.18289953431,0,0,6500,0,132,132,32938,132,132,6600,100,0
2010-01-03T00:00:00Z,0,1644e3,0,0,0,2.15680981595e-4,0,1,0,9.58476753166e-6,1.18289953431,0,0,0,0,163,163,33101,163,163,8150,0,0
2010-01-04T00:00:00Z,0,1653500,0,0,0,2.66563157895e-4,0,1,0,1.11724284111e-5,1.18289953431,0,0,45.7214141296,0,193,192,33293,192,192,30304.35,20778,0
2010-01-05T00:00:00Z,0,1663900,0,0,0,2.15692307692e-4,0,1,0,1.22308689975e-5,1.18289953431,0,0,0,0,208,208,33501,208,208,10400,0,0
2010-01-06T00:00:00Z,0,1671800,0,0,0,2.15727848101e-4,0,1,0,9.29075625768e-6,1.18289953431,0,0,0,0,158,158,33659,158,158,7900,0,0
2010-01-07T00:00:00Z,0,1679750,0,0,0,2.15610062893e-4,0,1,0,9.34955851248e-6,1.18289953431,0,0,0,0,159,159,33818,159,159,7950,0,0
2010-01-08T00:00:00Z,0,1687250,0,0,0,2.15733333333e-4,0,1,0,8.82033821932e-6,1.18289953431,0,0,0,0,150,150,33968,150,150,7500,0,0
2010-01-09T00:00:00Z,0,1694650,0,0,0,2.15797297297e-4,0,1,0,8.70273370973e-6,1.18289953431,0,0,0,0,148,148,34116,148,148,7400,0,0
2010-01-10T00:00:00Z,0,1704200,0,0,0,2.15811518325e-4,0,1,0,1.12312306659e-5,1.18289953431,0,0,0,0,191,191,34307,191,191,9550,0,0
2010-01-11T00:00:00Z,0,1711900,0,0,0,2.15720779221e-4,0,1,0,9.0555472385e-6,1.18289953431,0,0,0,0,154,154,34461,154,154,7700,0,0
2010-01-12T00:00:00Z,0,1720200,0,0,0,3.65469879518e-4,0,1,0,1.07692484138e-5,1.30506213159,0,0.26,77.2164852544,0,169,168,34629,168,168,19099.88,10749,0
2010-01-13T00:00:00Z,0,1728100,0,0,0,2.18588607595e-4,0,1,0,1.02502484903e-5,1.30506213159,0,0,131666.666667,0,162,160,34789,160,160,7958,6,0
2010-01-14T00:00:00Z,0,1736e3,0,0,0,2.17708860759e-4,0,1,0,1.02502484903e-5,1.30506213159,0,0,79e4,0,160,159,34948,159,159,7905,1,0
2010-01-15T00:00:00Z,0,1742800,0,0,0,2.22507352941e-4,0,1,0,8.8229987005e-6,1.30506213159,0,0,1700,0,137,137,35085,137,137,7200,400,0
2010-01-16T00:00:00Z,0,1749500,0,0,0,2.20208955224e-4,0,1,0,8.69324871961e-6,1.30506213159,0,0,3337.65069244,0,135,135,35220,135,135,6900.74,201,0
2010-01-17T00:00:00Z,0,1755650,0,0,0,2.22365853659e-4,0,1,0,7.97962382471e-6,1.30506213159,0,0,2450.19920319,0,124,124,35344,124,124,6401,251,0
2010-01-18T00:00:00Z,0,1762150,0,0,0,2.15515384615e-4,0,1,0,8.43374875783e-6,1.30506213159,0,0,0,0,130,130,35474,130,130,6500,0,0
2010-01-19T00:00:00Z,0,1768100,0,0,0,2.17260504202e-4,0,1,0,7.72012386294e-6,1.30506213159,0,0,25869.5652174,0,121,120,35594,120,120,6e3,23,0
2010-01-20T00:00:00Z,0,1775100,0,0,0,2.15507142857e-4,0,1,0,9.08249866228e-6,1.30506213159,0,0,0,0,140,140,35734,140,140,7e3,0,0
2010-01-21T00:00:00Z,0,1784e3,0,0,0,2.34831460674e-4,0,1,0,1.15477482992e-5,1.30506213159,0,0,4238.0952381,0,186,187,35921,187,187,9588.29,210,0
2010-01-22T00:00:00Z,0,1791500,0,0,0,2.19246666667e-4,0,1,0,9.73124856673e-6,1.30506213159,0,0,3750,0,151,152,36073,152,152,7700,200,0
2010-01-23T00:00:00Z,0,1799050,0,0,0,2.17119205298e-4,0,1,0,9.79612355717e-6,1.30506213159,0,0,755e3,0,153,152,36225,152,152,7600,1,0
2010-01-24T00:00:00Z,0,1806300,0,0,0,2.19882758621e-4,0,1,0,9.4068736145e-6,1.30506213159,0,0,13425.9259259,0,148,148,36373,148,148,7351,54,0
2010-01-25T00:00:00Z,0,1816450,0,0,0,2.52694581281e-4,0,1,0,1.35648225052e-5,1.34422497077,0,0,309.923664122,0,207,207,36580,207,207,13450,3275,0
2010-01-26T00:00:00Z,0,1826550,0,0,0,2.29594059406e-4,0,1,0,1.34980007195e-5,1.34422497077,0,0,1393.10344828,0,208,208,36788,208,208,10973,725,0
2010-01-27T00:00:00Z,0,1835400,0,0,0,2.18480225989e-4,0,1,0,1.1827456076e-5,1.34422497077,0,0,4425,0,178,178,36966,178,178,9050,200,0
2010-01-28T00:00:00Z,0,1844050,0,0,0,2.40705202312e-4,0,1,0,1.1560168933e-5,1.34422497077,0,0,467.567567568,0,174,176,37142,176,176,10500,1850,0
2010-01-29T00:00:00Z,0,1853700,0,0,0,2.22756476684e-4,0,1,0,1.28966046478e-5,1.34422497077,0,0,1754.54545455,0,195,195,37337,195,195,10200,550,0
2010-01-30T00:00:00Z,0,1862700,0,0,0,2.26611111111e-4,0,1,0,1.20279214332e-5,1.34422497077,0,0,1125,0,181,183,37520,183,183,9800,800,0
2010-01-31T00:00:00Z,0,1873e3,0,0,0,2.33286407767e-4,0,1,0,1.37652878624e-5,1.34422497077,0,0,624.242424242,0,210,210,37730,210,210,11950,1650,0
2010-02-01T00:00:00Z,0,1881950,0,0,0,2.44229050279e-4,0,1,0,1.19610996474e-5,1.34422497077,0,0,331.481481481,0,188,189,37919,189,189,12300,2700,0
2010-02-02T00:00:00Z,0,1889050,0,0,0,2.15429577465e-4,0,1,0,9.48869357507e-6,1.34422497077,0,0,0,0,142,142,38061,142,142,7100,0,0
2010-02-03T00:00:00Z,0,1901200,0,0,0,2.28740740741e-4,0,1,0,1.62376939348e-5,1.34422497077,0,0,900,0,244,246,38307,246,246,13500,1350,0
2010-02-04T00:00:00Z,0,1912750,0,0,0,2.21753246753e-4,0,1,0,1.54358325059e-5,1.34422497077,0,0,3299.81143935,0,236,235,38542,235,235,11999.99,350,0
2010-02-05T00:00:00Z,0,1925e3,0,0,0,3.46346938776e-4,0,1,0,2.21493497279e-5,1.81864853615,0,0,88.9757259693,0,250,250,38792,250,250,26099,13768,0
2010-02-06T00:00:00Z,0,1934550,0,0,0,2.27523560209e-4,0,1,0,1.72674522368e-5,1.81864853615,0,0,734.615384615,0,193,204,38996,204,204,10850,1300,0
2010-02-07T00:00:00Z,0,1944900,0,0,0,2.27033816425e-4,0,1,0,1.87139403823e-5,1.81864853615,0,0,1290.52369077,0,212,210,39206,210,210,11249,802,0
2010-02-08T00:00:00Z,0,1955450,0,0,0,2.91331753555e-4,0,1,0,1.90755624187e-5,1.81864853615,0,0,150.62821245,0,221,221,39427,221,221,17603,7004,0
2010-02-09T00:00:00Z,0,1965900,0,0,0,2.18224880383e-4,0,1,0,1.88947514005e-5,1.81864853615,0,0,5225,0,211,211,39638,211,211,10650,200,0
2010-02-10T00:00:00Z,0,1973850,0,0,0,9.50540880503e-4,0,1,0,1.43744759458e-5,1.81864853615,0,0.44,15.5882352941,0,165,166,39804,166,166,59e3,51e3,0
2010-02-11T00:00:00Z,0,1982750,0,0,0,2.26578651685e-4,0,1,0,1.60921806186e-5,1.81864853615,0,0,1112.5,0,180,181,39985,181,181,9700,800,0
2010-02-12T00:00:00Z,0,1992100,0,0,0,2.69882352941e-4,0,1,0,1.69058302005e-5,1.81864853615,0,0,105.949008499,0,194,193,40178,193,193,18200,8825,0
2010-02-13T00:00:00Z,0,2003300,0,0,0,2.3878125e-4,0,1,0,2.02508340369e-5,1.81864853615,0,0,509.322419281,0,226,227,40405,227,227,13399,2199,0
2010-02-14T00:00:00Z,0,2013600,0,0,0,2.92961165049e-4,0,1,0,1.86235348732e-5,1.81864853615,0,0,52.8218401385,0,214,215,40620,215,215,35474.51,19500,0
2010-02-15T00:00:00Z,0,2022850,0,0,0,2.58908108108e-4,0,1,0,2.32460914215e-5,2.52773821507,0,0,301.758025948,0,194,194,40814,194,194,12450,3065,0
2010-02-16T00:00:00Z,0,2031600,0,0,0,2.46914285714e-4,0,1,0,2.19895459393e-5,2.52773821507,0,0,434.456631298,0,185,182,40996,182,182,10899.98,2014,0
2010-02-17T00:00:00Z,0,2043200,0,0,0,2.34775862069e-4,0,1,0,2.91518551881e-5,2.52773821507,0,0,31.7810221818,0,241,244,41240,244,244,65173.13,36500,0
2010-02-18T00:00:00Z,0,2054650,0,0,0,2.40912663755e-4,0,1,0,2.87748915434e-5,2.52773821507,0,0,154.463801509,0,234,235,41475,235,235,18911.74,7413,0
2010-02-19T00:00:00Z,0,2063600,0,0,0,2.27748603352e-4,0,1,0,2.24921641322e-5,2.52773821507,0,0,1278.516635,0,185,183,41658,183,183,9749.98,700,0
2010-02-20T00:00:00Z,0,2074700,0,0,0,2.18369369369e-4,0,1,0,2.78953097058e-5,2.52773821507,0,0,22186.6879872,0,224,224,41882,224,224,11150.03,50,0
2010-02-21T00:00:00Z,0,2085400,0,0,0,2.33892523364e-4,0,1,0,2.689007332e-5,2.52773821507,0,0,689.179875948,0,218,218,42100,218,218,12266.83,1553,0
2010-02-22T00:00:00Z,0,2098150,0,0,0,3.83960784314e-4,0,1,0,3.20419097972e-5,2.52773821507,0,0,65.214055547,0,262,261,42361,261,261,32350,19551,0
2010-02-23T00:00:00Z,0,2110700,0,0,0,2.16334661355e-4,0,1,0,3.15392916043e-5,2.52773821507,0,0,25100,0,252,252,42613,252,252,12600,50,0
2010-02-24T00:00:00Z,0,2120200,0,0,0,2.81721052632e-4,0,1,0,3.57130536259e-5,3.78117925203,0,0,179.245283019,0,195,196,42809,196,196,14800,5300,0
2010-02-25T00:00:00Z,0,2127600,0,0,0,2.26905405405e-4,0,1,0,2.78185891402e-5,3.78117925203,0,0,1057.14285714,0,150,150,42959,150,150,8100,700,0
2010-02-26T00:00:00Z,0,2136100,0,0,0,3.18676470588e-4,0,1,0,3.1953784823200003e-05,3.78117925203,0,0,64.582059104,0,176,176,43135,176,176,29349,13162,0
2010-02-27T00:00:00Z,0,2144750,0,0,0,2.23416184971e-4,0,1,0,3.25176751436e-5,3.78117925203,0,0,1922.22222222,0,176,176,43311,176,176,9101,450,0
2010-02-28T00:00:00Z,0,2152850,0,0,0,2.91450617284e-4,0,1,0,3.04500773021e-5,3.78117925203,0,0,154.285714286,0,165,165,43476,165,165,13399,5250,0
2010-03-01T00:00:00Z,0,2162150,0,0,0,2.28225806452e-4,0,1,0,3.49611998654e-5,3.78117925203,0,0,930,0,187,187,43663,187,187,10300,1e3,0
2010-03-02T00:00:00Z,0,2171950,0,0,0,2.48005102041e-4,0,1,0,3.68408342668e-5,3.78117925203,0,0,376.923076923,0,203,204,43867,204,204,12400,2600,0
2010-03-03T00:00:00Z,0,2179350,0,0,0,2.20128378378e-4,0,1,0,2.78185891402e-5,3.78117925203,0,0,2960,0,150,151,44018,151,151,7650,250,0
2010-03-04T00:00:00Z,0,2188450,0,0,0,2.95802197802e-4,0,1,0,3.42093461049e-5,3.78117925203,0,0,88.3495145631,0,187,187,44205,187,187,19400,10300,0
2010-03-05T00:00:00Z,0,2197200,0,0,0,4.65874285714e-4,0,1,0,3.28936020239e-5,3.78117925203,0,0,45.6919060052,0,178,178,44383,178,178,27900,19150,0
2010-03-06T00:00:00Z,0,2206350,0,0,0,2.75076502732e-4,0,1,0,3.4397309545e-5,3.78117925203,0,0,38.6949606474,0,187,188,44571,188,188,32797.39,23646,0
2010-03-07T00:00:00Z,0,2215e3,0,0,0,2.9489017341e-4,0,1,0,3.25176751436e-5,3.78117925203,0,0,114.496440683,0,177,178,44749,178,178,16250,7555,0
2010-03-08T00:00:00Z,0,2221800,0,0,0,3.70110294118e-4,0,1,0,3.06328161893e-5,4.53108175007,0,0,75.4668400924,0,143,141,44890,141,141,15845.18,9011,0
2010-03-09T00:00:00Z,0,2229200,0,0,0,2.77486486486e-4,0,1,0,3.33357117355e-5,4.53108175007,0,0,185,0,149,149,45039,149,149,11400,4e3,0
2010-03-10T00:00:00Z,0,2236650,0,0,0,2.32087248322e-4,0,1,0,3.3560953031e-5,4.53108175007,0,0,551.443375278,0,153,152,45191,152,152,8850,1351,0
2010-03-11T00:00:00Z,0,2243950,0,0,0,2.88479452055e-4,0,1,0,3.28852291444e-5,4.53108175007,0,0,167.777522409,0,155,154,45345,154,154,11749.99,4351,0
2010-03-12T00:00:00Z,0,2249850,0,0,0,2.20728813559e-4,0,1,0,2.65784728702e-5,4.53108175007,0,0,2360,0,119,119,45464,119,119,6150,250,0
2010-03-13T00:00:00Z,0,2257750,0,0,0,2.43582278481e-4,0,1,0,3.55881246906e-5,4.53108175007,0,0,415.789473684,0,160,160,45624,160,160,9800,1900,0
2010-03-14T00:00:00Z,0,2264e3,0,0,0,2.27016e-4,0,1,0,2.81551619387e-5,4.53108175007,0,0,403.225806452,0,127,127,45751,127,127,7800,1550,0
2010-03-15T00:00:00Z,0,2270200,0,0,0,2.23758064516e-4,0,1,0,2.79299206432e-5,4.53108175007,0,0,88571.4285714,0,131,128,45879,128,128,6302,7,0
2010-03-16T00:00:00Z,0,2277e3,0,0,0,2.19161764706e-4,0,1,0,3.06328161893e-5,4.53108175007,0,0,4533.33333333,0,138,138,46017,138,138,6950,150,0
2010-03-17T00:00:00Z,0,2283150,0,0,0,2.59170731707e-4,0,1,0,2.77046793477e-5,4.53108175007,0,0,285.913528591,0,127,127,46144,127,127,8301,2151,0
2010-03-18T00:00:00Z,0,2290950,0,0,0,2.24628205128e-4,0,1,0,3.51376420995e-5,4.53108175007,0,0,3250,0,163,161,46305,161,161,8130,240,0
2010-03-19T00:00:00Z,0,2297600,0,0,0,3.71007518797e-4,0,1,0,2.99570923028e-5,4.53108175007,0,0,75.3968253968,0,140,144,46449,144,144,15470,8820,0
2010-03-20T00:00:00Z,0,2307250,0,0,0,2.67533678756e-4,0,1,0,4.34715700334e-5,4.53108175007,0,0,249.612002069,0,204,203,46652,203,203,13696,3866,0
2010-03-21T00:00:00Z,0,2316300,0,0,0,2.36397790055e-4,0,1,0,4.07686744873e-5,4.53108175007,0,0,577.53669432,0,191,191,46843,191,191,11552,1567,0
2010-03-22T00:00:00Z,0,2325150,0,0,0,2.46796610169e-4,0,1,0,4.01675798142e-5,4.56516291034,0,0,333.962264151,0,184,186,47029,186,186,11500,2650,0
2010-03-23T00:00:00Z,0,2335400,0,0,0,2.58741463415e-4,0,1,0,4.65217732311e-5,4.56516291034,0,0,276.771200674,0,212,215,47244,215,215,13960.59,3703,0
2010-03-24T00:00:00Z,0,2344100,0,0,0,2.39971264368e-4,0,1,0,3.94867733766e-5,4.56516291034,0,0,651.031923014,0,183,187,47431,187,187,10076.34,1336,0
2010-03-25T00:00:00Z,0,2353400,0,0,0,4.32338709677e-4,0,1,0,4.22099991267e-5,4.56516291034,0,0,37.9591836735,0,196,197,47628,197,197,33800,24500,0
2010-03-26T00:00:00Z,0,2363150,0,0,0,2.50984615385e-4,0,1,0,4.42524184393e-5,4.56516291034,0,0,389.682019472,0,204,213,47841,213,213,12351,2502,0
2010-03-27T00:00:00Z,0,2371850,0,0,0,2.56201149425e-4,0,1,0,3.94867733766e-5,4.56516291034,0,0,205.938606624,0,183,182,48023,182,182,12950,4225,0
2010-03-28T00:00:00Z,0,2381550,0,0,0,2.25974226804e-4,0,1,0,4.40254829602e-5,4.56516291034,0,0,510.526315789,0,197,198,48221,198,198,11600,1900,0
2010-03-29T00:00:00Z,0,2391150,0,0,0,2.61817708333e-4,0,1,0,4.35716120018e-5,4.56516291034,0,0,263.01369863,0,199,205,48426,205,205,13250,3650,0
2010-03-30T00:00:00Z,0,2401700,0,0,0,2.23146919431e-4,0,1,0,4.78833861061e-5,4.56516291034,0,0,1918.18181818,0,214,217,48643,217,217,11100,550,0
2010-03-31T00:00:00Z,0,2412050,0,0,0,2.2861352657e-4,0,1,0,4.69756441894e-5,4.56516291034,0,0,985.714285714,0,209,213,48856,213,213,11400,1050,0
2010-04-01T00:00:00Z,0,2421500,0,0,0,2.33592592593e-4,0,1,0,5.71745218884e-5,6.085476906,0,0,641.338871244,0,195,198,49054,198,198,10924.2,1473,0
2010-04-02T00:00:00Z,0,2428900,0,0,0,2.39283783784e-4,0,1,0,4.47715832777e-5,6.085476906,0,0,528.571428571,0,152,155,49209,155,155,8800,1400,0
2010-04-03T00:00:00Z,0,2437200,0,0,0,2.35765060241e-4,0,1,0,5.02167758385e-5,6.085476906,0,0,496.488688432,0,173,171,49380,171,171,10023.48,1672,0
2010-04-04T00:00:00Z,0,2445500,0,0,0,2.49277108434e-4,0,1,0,5.02167758385e-5,6.085476906,0,0.26,394.005421135,0,172,175,49555,175,175,10500,2107,0
2010-04-05T00:00:00Z,0,2453800,0,0,0,2.7934939759e-4,0,1,0,5.02167758385e-5,6.085476906,0,0,197.149175418,0,176,179,49734,179,179,12594.74,4210,0
2010-04-06T00:00:00Z,0,2461050,0,0,0,3.7864137931e-4,0,1,0,4.38640511842e-5,6.085476906,0,0,70.3551528114,0,175,175,49909,175,175,19633.45,10305,0
2010-04-07T00:00:00Z,0,2470700,0,0,0,2.82715025907e-4,0,1,0,5.83845646797e-5,6.085476906,0,0,175.483580011,0,203,207,50116,207,207,15153.14,5499,0
2010-04-08T00:00:00Z,0,2480450,0,0,0,2.64866666667e-4,0,1,0,5.89895860753e-5,6.085476906,0,0,301.111797406,0,209,208,50324,208,208,13238.74,3238,0
2010-04-09T00:00:00Z,0,2489300,0,0,0,2.5486440678e-4,0,1,0,5.35443935145e-5,6.085476906,0,0,367.218393285,0,190,189,50513,189,189,11424.01,2410,0
2010-04-10T00:00:00Z,0,2501300,0,0,0,4.31445833333e-4,0,1,0,7.26025674773e-5,6.085476906,0,0,52.5433384023,0,302,294,50807,294,294,53193,22838,0
2010-04-11T00:00:00Z,0,2513250,0,0,0,2.94129707113e-4,0,1,0,7.23000567795e-5,6.085476906,0,0,114.76524505,0,269,271,51078,271,271,22677.31,10413,0
2010-04-12T00:00:00Z,0,2524100,0,0,0,3.38958525346e-4,0,1,0,8.43531550865e-5,7.81979699335,0,0,45.9374759199,0,259,270,51348,270,270,43764.61,23619,0
2010-04-13T00:00:00Z,0,2532350,0,0,0,2.65054545455e-4,0,5,0,6.41394958031e-5,7.81979699335,0,0,251.753885402,0,182,190,51538,190,190,11577,3277,0
2010-04-14T00:00:00Z,0,2542350,0,0,0,2.87665e-4,0,10,0,7.77448433977e-5,7.81979699335,0,0,194.214354383,0,233,230,51768,230,230,15257.29,5149,0
